text,language
தமிழ்நாடு,Tamil
ದಸರಾ ಭರ್ಜರಿ ಆಫರ್: ಸ್ಯಾಮ್​ಸಂಗ್ ಮೊಬೈಲ್​ ಮೇಲೆ ಸಿಗುತ್ತಿದೆ 30 ಸಾವಿರ ರೂ. ರಿಯಾಯಿತಿ,Kannada
"         ""వ్వాట్?"" ఉలిక్కిపడ్డాడు ఆదిత్య. ""నేనా?""          ""ఎస్....నువ్వే...! ఆక్కడ నీ పేరు ముం...",Telgu
எம்ஜிஆர் கருணாநிதி நட்பை ஸ்டாலின் மறக்கக்கூடாது  தம்பிதுரை அழைப்பு,Tamil
ಅಪ್ಪಾಜಿಗಾಗಿ ಮತ್ತೆ ವಿದೇಶ ಪ್ರಯಾಣವೇ ಬೇಡ ಎಂದ ದಾಸ ದರ್ಶನ್​..!,Kannada
    ప్రతిది సులభముగా సాధ్యపడదు లెమ్ము...     నరుడు నరుడౌట దుష్కరమ్ము సుమ్ము-ఆని గాలీబ్ ఉత్తినే అనల...,Telgu
தமிழ்நாடு,Tamil
ಈ ಸ್ಮಾರ್ಟ್​ಫೋನ್​ಗಳಲ್ಲಿ ಸ್ಥಗಿತಗೊಂಡಿದೆ ವಾಟ್ಸ್​ಆ್ಯಪ್,Kannada
"    ""ఛీ... ఏమిటండీ మీరు?... పొద్దున్న లేవగానే ఆ చిలిపిచేష్టలూ ఇంక కన్ను కొట్టడం ఆపండి..."" అంది రాధ ...",Telgu
குழந்தையை கொலைவெறியுடன் தாக்கும் தாய்குடும்பத் தகராறால் விபரீதம்,Tamil
ನಟಿ ಜಯಂತಿ ಅವರ ಆರೋಗ್ಯಕ್ಕಾಗಿ ಬೆಂಗಳೂರಿನಲ್ಲಿ ನಡೆಯುತ್ತಿದೆ ಹೋಮ-ಹವನ,Kannada
           ప్రతిక్షణం ప్రపంచంలో కొన్ని వందలచోట్ల కొన్ని లక్షల కోట్ల కరెన్సీ అతని ఎమౌంట్స్ లో జమ అవు...,Telgu
இந்தியா,Tamil
‘ಕೆಜಿಎಫ್’​ ಮೊದಲ ದಿನದ ಗಳಿಕೆಯೆಷ್ಟು ಗೊತ್ತಾ?; ಹೊಸ ದಾಖಲೆ ಬರೆದ ಯಶ್​!,Kannada
"    ""మీకెలా తెల్సు?"" గుటకలు మింగుతూ అడిగాడు.     ""మీరు 'సిలిపి ఎదవ' సినిమా చూడ్లేదా?"" అడిగింది ఆమె...",Telgu
அதற்காக வருத்தப்பட்டார் பொல்லார்ட்: ரோகித் சர்மா,Tamil
ಬಿಡುಗಡೆಗೆ ಸಜ್ಜಾಗಿದೆ ಸ್ಯಾಮ್​ಸಂಗ್​ ಕಂಪೆನಿಯ ‘ಗ್ಯಾಲಕ್ಷಿ M30‘ ಸ್ಮಾರ್ಟ್​​ ಫೋನ್​,Kannada
    వేదిత గోతిలోకి దూకింది.     కెవ్వున అరుస్తూ కళ్ళు విప్పింది. అదే చీకటి. బయటనుండి అదే వర్షం కుర...,Telgu
விளையாட்டு,Tamil
ರಿಷಿ ಕಪೂರ್​ ಅಮ್ಮ ಇನ್ನಿಲ್ಲ; ಕೃಷ್ಣಾ ರಾಜ್​ ಕಪೂರ್​ ಅಗಲಿಕೆಗೆ ಬಾಲಿವುಡ್​ ಕಂಬನಿ,Kannada
    . సోమమా! నీవు పాపములను పారద్రోలు దానవు. నీవలన మాకు క్షీరాదులు సంప్రాప్తములగునుగాక. అన్నములు ...,Telgu
அவர் இங்க படிக்கவே இல்லையே : அதிர்ச்சி கொடுத்த திருவள்ளூர் பல்கலைக்கழகம்,Tamil
ತಮನ್ನಾ ನಟನೆಯ 'ದಟ್​ ಇಸ್​ ಮಹಾಲಕ್ಷ್ಮೀ' ಚಿತ್ರಕ್ಕೆ ನಿರ್ದೇಶಕರ ಹೆಸರನ್ನೇ ಹಾಕಲ್ವಂತೆ!,Kannada
"    ఒక్కక్షణం నిశ్శబ్దంగా గడిచింది.     ""నాన్నగారు చాలా బాధపడుతున్నారు. పశ్చాత్తాప పడుతున్నారు. న...",Telgu
இந்தியா,Tamil
ಭಾರತದ ಹಾಕಿ ವಿಶ್ವಕಪ್ ಕನಸು ಭಗ್ನ; ರೋಚಕ ಕ್ವಾರ್ಟರ್​ಫೈನಲ್​ನಲ್ಲಿ ನೆದರ್​ಲೆಂಡ್ಸ್ ಜಯಭೇರಿ,Kannada
    రంగడు భయపడ్డాడు. చుట్టూ జనం వున్నారు కాబట్టి సరిపోయిందికానీ లేకపోతే బొడ్డులో ఉన్న కత్తితో పొడి...,Telgu
சேர்ந்து வாழ எங்களுக்கு ஆசை கொன்று விடாதீர்கள்’கேரள இளம் தம்பதி உருக்கம்!,Tamil
ಬಿಗ್​ ಬಾಸ್​ ಮನೆಯಲ್ಲಿ ನನ್ನ ಬಗ್ಗೆ ಯಾರಿಗೂ ದ್ವೇಷ ಇರಲಿಲ್ಲ; ನವೀನ್​ ಸಜ್ಜು,Kannada
    డ్యూక్ యూనివర్శిటీకి చెందిన ప్రముఖ పారా సైకాలజీ డాక్టర్ జె.బి.రైనే ఈ విషయంలో కూలంకషంగా పరిశోధన...,Telgu
இந்தியா,Tamil
ಸಿಲ್ಲಿ ಪಾಯಿಂಟ್​ ವಿದ್​ ಶಾಲಿನಿ: ಭಾಗ2,Kannada
"    ""ఇప్పటికీ ఖచ్చితంగా తేల్చుకోలేకపోతున్న విషయానికి నేను జవాబు చెప్పలేను స్పూర్తీ"" క్షణం ఆగాడు రు...",Telgu
ரஜினியின் ஓ ரிலீஸ் தள்ளிப்போனது ஏன்?,Tamil
ಹೊಸ ವರ್ಷಕ್ಕೆ ಅಭಿಮಾನಿಗಳಿಗೆ ದಾಸನ​ ಬಂಪರ್​ ಕೊಡುಗೆ: ಜನವರಿಗೆ ದರ್ಶನ ನೀಡಲಿದ್ದಾನೆ 'ಯಜಮಾನ'..!,Kannada
"    బన్సీలాల్ నిరాశగా అక్కడే నుంచుని ఆలోచన చేశాడు.         ""గోపన్నని కల్సుకున్న ముసుగు వ్యక్తి ఎల...",Telgu
சினிமா,Tamil
ಮೊದಲ ಬಾರಿಗೆ ವೆಬ್​ ಸರಣಿಗೆ ಎಂಟ್ರಿಯಾದ ರಿಯಲ್​ ಸ್ಟಾರ್​ ಉಪ್ಪಿ..!,Kannada
"    ఎదురుగ్గా వస్తున్న ఒకతనికి దగ్గరగా వెళ్ళి ""గీర్వాణీ ఇల్లెక్కడ?"" అని ప్రశ్నించాను.     ""ఎవరూ? ప...",Telgu
ஐபிஎல் : அணி மாறும் வீரர்கள் ஏலத்துக்கு முன்பே தொடங்கியது போட்டி!,Tamil
ಕಿಚ್ಚನ ಮನೆಯಲ್ಲಿ ನಡೆಯಿತು ಭರ್ಜರಿ ಪೂಜೆ: ಹೋಮ ಹವನಗಳ ಮೊರೆ ಹೋದೆ ನಟ ಸುದೀಪ್,Kannada
"    ""నాకూ కాడ్ బరీస్ మిల్క్ బార్  ఇష్టం! ఆనంద్ కూ ఇష్టం! నాకు ఐస్ క్రీం మిరపకాయ బజ్జీ ఇష్టం! ఆనంద్...",Telgu
விளையாட்டு,Tamil
ಎನ್​ಟಿಆರ್​ ಮಗ ತೆಲುಗು ನಟ ನಂದಮೂರಿ ಹರಿಕೃಷ್ಣ ಅಪಘಾತದಲ್ಲಿ ನಿಧನ,Kannada
    ఇలా అత్తా కోడళ్ళూ ఎవరికివారే బెంగలేనట్టు నటిస్తూ ఒకరి నొకరు ఓదార్చుకునేవారు.     ఇంచుమించు ...,Telgu
இருமுறை சிற்றுந்து மோதியும் தப்பிய நபர் (வீடியோ),Tamil
ಮಲೈಕಾ ಜತೆ ವಿಚ್ಛೇದನ ಕುರಿತು ಮೌನ ಮುರಿದ ಅರ್ಬಾಸ್ ಖಾನ್ ಹೇಳಿದ್ದೇನು ಗೊತ್ತಾ?,Kannada
"    మంత్రముగ్ధలా వెనక్కి తిరిగింది వినీల.     ""నాట్ బాడ్: నాట్ బాడ్ ఎటాల్: నీ శరీరం సుకుమారంగానూ వ...",Telgu
உலகம்,Tamil
ಡಿಗ್ರಿಯಲ್ಲಿ ಬೌಲಿಂಗ್': ಕ್ರಿಕೆಟ್​ ಲೋಕಕ್ಕೆ ಅಚ್ಚರಿ ಮೂಡಿಸಿದ ಭಾರತೀಯ ಬೌಲರ್​,Kannada
    'హి...హి....హి....హి....' అంటూ  అతని వ్తెపు కదిలింది ఆ ఆకారం.     చుట్టూ చిక్కని చీకటి.... ...,Telgu
துப்பாக்கிச்சூடு : தூத்துக்குடி துணை வட்டாட்சியர்கள் பணியிடமாற்றம்,Tamil
ಏಕಕಾಲದಲ್ಲಿ ಇಬ್ಬರು ಗೆಳತಿಯರ ಜೊತೆ ಫುಟ್ಬಾಲ್ ಸ್ಟಾರ್ ರೊನಾಲ್ಡಿನೊ ವಿವಾಹ?,Kannada
"       ""రంజిత్ ని ప్రేమించావా?""         ""రంజిత్ అంటే నా కెంతో ఇష్టం ప్రేమించావా అని అడిగితే ఏం చెబుత...",Telgu
தமிழ்நாடு,Tamil
ಗೂಗಲ್​ 'ಆ್ಯಂಡ್ರಾಯ್ಡ್​​ 9 ಪೈ' ಕುರಿತು ನಿಮಗೆಷ್ಟು ಗೊತ್ತು?,Kannada
    ఆ రాత్రే కోమలమ్మ కాంపౌండ్ లో కాపురాలున్న వాళ్ళందరికీ ఈ సంగతి తెలిసి పోయింది.     కోమలమ్మ కొడ...,Telgu
ரூ நோட்டுகளை திரும்ப கொண்டுவர வேண்டும்'  ஆய்வில் முடிவு ,Tamil
ಥಾಯ್ಲೆಂಡ್​ ಮಕ್ಕಳ ರಕ್ಷಣೆಗೆ ಅಮೆರಿಕ ಉದ್ಯಮಿ ಕೊಟ್ಟ ನೆರವೇನು ಗೊತ್ತೇ?,Kannada
    నేను అయోమయంలో పడిపోయాను. నాకు భయం వేసింది. ఆయన కళ్ళల్లోకి చూశాను.          ఆ కళ్ళల్లో చంచలత్...,Telgu
இந்தியா,Tamil
ಮುಂಬೈ  ಪಂಜಾಬ್: ರಾಹುಲ್ ಹೋರಾಟ ವ್ಯರ್ಥ: ಮುಂಬೈ​ಗೆ 3 ರನ್​ಗಳ ರೋಚಕ ಜಯ,Kannada
"                                                                              ""ఏమిటి వినాయకం అ...",Telgu
கர்நாடகாவில்  மணி நிலவரப்படி % வாக்குப்பதிவு,Tamil
ಜಡೇಜಾ ದಾಖಲೆ ಮುರಿದ ಪೆಟ್ರೋಲ್: ಟ್ವಿಟರ್​ನಲ್ಲಿ ಕೇಂದ್ರ ಸರ್ಕಾರದ ಕಾಲೆಳೆದ ನಟಿ ರಮ್ಯಾ,Kannada
"    వసంతబాల నల్లబడిన ముఖంతో ""ఏం మాటలమ్మా అవి? నువ్వలా మాట్లాడితే నేను యింట్లోంచి పారిపోతాను"" అంది....",Telgu
இந்தியா,Tamil
'ಒಂದಲ್ಲಾ ಎರಡೆಲ್ಲಾ' ಸಿನಿಮಾದ ಚಿತ್ರೀಕರಣ ಬಹುತೇಕ ಮುಕ್ತಾಯ!,Kannada
"    మరునాడు చైతన్య ఏవో పురుగుమందులూ ఎరువులూ కొనుక్కోవాలని బయలుదేరాడు.     ""అమ్మ ముక్తా...వాడికి స...",Telgu
ஆற்றில் பொங்கும் நுரை: காரணம் புரியாமல் மக்கள் அவதி,Tamil
ಶೀಘ್ರವೇ ಬಿಡುಗಡೆಯಾಗಲಿದೆ ‘ದಿ ವಿಲನ್’‍ ಸಿನಿಮಾದ ಟೀಸರ್ !,Kannada
    అక్కడవున్న శ్రోతలకి కూడా సిరిచందన స్థితి అర్థంచేసుకుంటే హృదయం ద్రవించింది. మరొకవైపు ఉక్రోషం క...,Telgu
தமிழ்நாடு,Tamil
ಮತ್ತೆ ಚಿತ್ರೀಕರಣ ಆರಂಭಿಸಿದ ದರ್ಶನ್​: 'ಡಿ ಬಾಸ್' ಜತೆ ಡುಯೆಟ್​ ಹಾಡಲಿದ್ದಾರೆ ಕಿರಿಕ್​ ಹುಡುಗಿ..!,Kannada
    జగ్గూ వెన్ను మీద పి.టీ. మోకాలి ప్రెజర్ ఎక్కువయింది. ఇంకో క్షణంలో అతని వెన్నుముక ఫట్ మని విరిగి...,Telgu
சட்ட விரோதக் குடியேற்றம் குறைந்தது: ட்ரம்புக்கு அதிகாரிகள் புகழாரம்,Tamil
ದೆವ್ವವಾಗಿ ಆನ್​ಲೈನ್​ನಲ್ಲಿ ದಾಖಲೆ ಮುರಿದ ನಟಿ ತಾಪ್ಸಿ ಪನ್ನು!,Kannada
"    ""థ్యాంక్యూ!""         ""మీరు ఇంకా మాట్లాడతారనుకున్నాను. కాని అకస్మాత్తుగా ఆపేశారు""     ""నేను ఆ...",Telgu
உலகம்,Tamil
ಭಾರತ-ವಿಂಡೀಸ್ ಮೊದಲ ಟೆಸ್ಟ್​ಗೆ ಮಾಯಾಂಕ್​​​ ಡೌಟ್: ಪೃಥ್ವಿ ಶಾ ಖಚಿತ,Kannada
